ViolationID,BuildingID,RegistrationID,BoroID,Borough,HouseNumber,LowHouseNumber,HighHouseNumber,StreetName,StreetCode,Postcode,Apartment,Story,Block,Lot,Class,InspectionDate,ApprovedDate,OriginalCertifyByDate,OriginalCorrectByDate,NewCertifyByDate,NewCorrectByDate,CertifiedDate,OrderNumber,NOVID,NOVDescription,NOVIssuedDate,CurrentStatusID,CurrentStatus,CurrentStatusDate,NovType,ViolationStatus,RentImpairing,Latitude,Longitude,CommunityBoard,CouncilDistrict,CensusTract,BIN,BBL,NTA
14780727,301247,300894,3,BROOKLYN,3111,3101,3111,GLENWOOD ROAD,44430,11210,E4,5,5006,6,C,01/14/2022,01/18/2022,02/01/2022,01/25/2022,,,,510,7610683,"SECTION 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF KEY OPERATED LOCK INSTALLED AT DOOR LEADING TO FIRE ESCAPE IN THE 1st ROOM FROM NORTH LOCATED AT APT E4, 5th STORY, 1st APARTMENT FROM WEST AT NORTH",01/19/2022,19,VIOLATION CLOSED,04/29/2022,Original,Close,N,40.634082,-73.946602,17,45,786,3113984,3050060006,Flatbush
13469815,301247,300894,3,BROOKLYN,3111,3101,3111,GLENWOOD ROAD,44430,11210,E10,5,5006,6,C,11/25/2019,11/27/2019,12/25/2019,12/20/2019,,,,568,6746342,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT E10, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH",11/29/2019,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,09/21/2023,Original,Open,N,40.634082,-73.946602,17,45,78602,3113984,3050060006,East Flatbush-Farragut
15137161,301247,300894,3,BROOKLYN,3111,3101,3111,GLENWOOD ROAD,44430,11210,E10,5,5006,6,C,04/27/2022,04/29/2022,05/15/2022,05/08/2022,,,,510,7893508,"SECTION 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF HOT WATER EXCEEDING 130 DEGREES AT ALL FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT E10, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH",05/02/2022,19,VIOLATION CLOSED,11/09/2022,Original,Close,N,40.634082,-73.946602,17,45,786,3113984,3050060006,Flatbush
15137194,301247,300894,3,BROOKLYN,3111,3101,3111,GLENWOOD ROAD,44430,11210,D4,4,5006,6,C,04/27/2022,04/29/2022,06/02/2022,05/28/2022,,,,530,7893510,"SECTION 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE .. IN THE ENTRANCE LOCATED AT APT D4, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",05/02/2022,19,VIOLATION CLOSED,01/28/2023,Original,Close,N,40.634082,-73.946602,17,45,786,3113984,3050060006,Flatbush
15148188,301247,300894,3,BROOKLYN,3111,3101,3111,GLENWOOD ROAD,44430,11210,D3,4,5006,6,C,05/04/2022,05/06/2022,05/22/2022,05/15/2022,,,,510,7901390,"§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF KEY OPERATED LOCK INSTALLED ON DOOR LEADING TO FIRE ESCAPE IN THE 1st ROOM FROM NORTH AT EAST LOCATED AT APT D3, 4th STORY, 2nd APARTMENT FROM SOUTH AT WEST",05/09/2022,21,NOT COMPLIED WITH,09/22/2023,Original,Open,N,40.634082,-73.946602,17,45,78602,3113984,3050060006,East Flatbush-Farragut
12256777,301247,300894,3,BROOKLYN,3111,3101,3111,GLENWOOD ROAD,44430,11210,,Fire Escape,5006,6,C,02/23/2018,02/27/2018,03/13/2018,03/08/2018,,,,512,6027429,"SECTION 27-2005 ADM CODE FIRE ESCAPE DEFECTIVE. REPLACE WITH NEW THE BROKEN, DEFECTIVE AND/OR MISSING TREAD, 8TH FROM BOTTOM UP ,3RD STORY BALCONY , NORTHWEST STACK AT NORTH SIDE OF BUILDING",02/28/2018,19,VIOLATION CLOSED,03/15/2018,Original,Close,Y,40.634082,-73.946602,17,45,786,3113984,3050060006,Flatbush
12368644,301247,300894,3,BROOKLYN,3111,3101,3111,GLENWOOD ROAD,44430,11210,E8,5,5006,6,C,05/03/2018,05/08/2018,06/11/2018,06/06/2018,,,,790,6085361,"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 0; WG TO REPLACE = 0; WG TO REPAIR = 5; MISSING STOPS AND ONE WAY SCREWS IN THE ENTIRE APARTMENT LOCATED AT APT E8, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION AT EAST",05/09/2018,19,VIOLATION CLOSED,06/27/2018,Original,Close,N,40.634082,-73.946602,17,45,786,3113984,3050060006,Flatbush
12368902,301247,300894,3,BROOKLYN,3111,3101,3111,GLENWOOD ROAD,44430,11210,D9,4,5006,6,C,05/03/2018,05/07/2018,06/10/2018,06/05/2018,,,,790,6084273,"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 1; WG TO REPLACE = 0; WG TO REPAIR = 1; IN THE 3rd ROOM FROM NORTH LOCATED AT APT D9, 4th STORY, 2nd APARTMENT FROM EAST AT SOUTH",05/08/2018,19,VIOLATION CLOSED,06/22/2020,Original,Close,N,40.634082,-73.946602,17,45,786,3113984,3050060006,Flatbush
12368903,301247,300894,3,BROOKLYN,3111,3101,3111,GLENWOOD ROAD,44430,11210,D9,4,5006,6,C,05/03/2018,05/07/2018,06/10/2018,06/05/2018,,,,790,6084273,"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 1; WG TO REPLACE = 0; WG TO REPAIR = 0; IN THE BATHROOM LOCATED AT APT D9, 4th STORY, 2nd APARTMENT FROM EAST AT SOUTH",05/08/2018,19,VIOLATION CLOSED,06/22/2020,Original,Close,N,40.634082,-73.946602,17,45,786,3113984,3050060006,Flatbush
12371652,301247,300894,3,BROOKLYN,3111,3101,3111,GLENWOOD ROAD,44430,11210,,1,5006,6,C,05/03/2018,05/08/2018,05/22/2018,05/17/2018,,,,510,6085359,"SECTION 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF UNOPENABLE WEST BUILDING ENTRANCE DOOR AT PUBLIC HALL, 1st STORY",05/09/2018,19,VIOLATION CLOSED,06/04/2018,Original,Close,N,40.634082,-73.946602,17,45,786,3113984,3050060006,Flatbush
12381381,301247,300894,3,BROOKLYN,3111,3101,3111,GLENWOOD ROAD,44430,11210,,6,5006,6,C,05/11/2018,05/12/2018,05/27/2018,05/22/2018,,,,505,6088787,"SECTION 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE 2 PANES WIRE GLASS IN SKYLIGHT AT 1st PUBLIC HALL BULKHEAD FROM EAST, 6th STORY",05/14/2018,19,VIOLATION CLOSED,06/07/2018,Original,Close,N,40.634082,-73.946602,17,45,786,3113984,3050060006,Flatbush
12381384,301247,300894,3,BROOKLYN,3111,3101,3111,GLENWOOD ROAD,44430,11210,,6,5006,6,C,05/11/2018,05/12/2018,05/27/2018,05/22/2018,,,,505,6088787,"SECTION 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE 2 PANES WIRE GLASS IN SKYLIGHT AT 2nd PUBLIC HALL BULKHEAD FROM EAST, 6th STORY",05/14/2018,19,VIOLATION CLOSED,06/07/2018,Original,Close,N,40.634082,-73.946602,17,45,786,3113984,3050060006,Flatbush
12986789,301247,300894,3,BROOKLYN,3111,3101,3111,GLENWOOD ROAD,44430,11210,E10,5,5006,6,C,03/28/2019,03/29/2019,04/10/2019,03/29/2019,,,,670,6438265,"SECTION 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT E10, 5th STORY, 3rd APARTMENT FROM EAST AT SOUTH",04/01/2019,19,VIOLATION CLOSED,04/29/2022,Original,Close,Y,40.634082,-73.946602,17,45,786,3113984,3050060006,Flatbush
13624139,301247,300894,3,BROOKLYN,3111,3101,3111,GLENWOOD ROAD,44430,11210,,All Stories,5006,6,C,02/27/2020,02/28/2020,03/28/2020,03/23/2020,,,03/17/2020,530,6842364,"SECTION 27-2005, 2007 ADM CODE ARRANGE AND MAKE SELF-CLOSING THE DOORS LEADING FROM 1ST STORY PUBLIC HALL TO NORTH YARD AT PUBLIC HALL",03/02/2020,19,VIOLATION CLOSED,03/19/2020,Original,Close,N,40.634082,-73.946602,17,45,786,3113984,3050060006,Flatbush
13682280,301247,300894,3,BROOKLYN,3111,3101,3111,GLENWOOD ROAD,44430,11210,F2,6,5006,6,C,06/03/2020,06/04/2020,07/06/2020,07/01/2020,,,,568,6882887,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT F2, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST",06/05/2020,21,NOT COMPLIED WITH,09/11/2023,Original,Open,N,40.634082,-73.946602,17,45,78602,3113984,3050060006,East Flatbush-Farragut
13747550,301247,300894,3,BROOKLYN,3111,3101,3111,GLENWOOD ROAD,44430,11210,,3,5006,6,C,07/30/2020,07/31/2020,08/16/2020,08/09/2020,,,,510,6919142,"SECTION 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF REFRIGERATOR WITH DOORS INTACT AT PUBLIC HALL, 3rd STORY, SECTION AT WEST",08/03/2020,19,VIOLATION CLOSED,12/11/2020,Original,Close,N,40.634082,-73.946602,17,45,786,3113984,3050060006,Flatbush
13469814,301247,300894,3,BROOKLYN,3111,3101,3111,GLENWOOD ROAD,44430,11210,E10,5,5006,6,C,11/25/2019,11/27/2019,12/25/2019,12/20/2019,,,,569,6746342,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT E10, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH",11/29/2019,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,09/21/2023,Original,Open,N,40.634082,-73.946602,17,45,78602,3113984,3050060006,East Flatbush-Farragut
13682284,301247,300894,3,BROOKLYN,3111,3101,3111,GLENWOOD ROAD,44430,11210,F2,6,5006,6,C,06/03/2020,06/04/2020,07/06/2020,07/01/2020,,,,569,6882887,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT F2, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST",06/05/2020,21,NOT COMPLIED WITH,09/11/2023,Original,Open,N,40.634082,-73.946602,17,45,78602,3113984,3050060006,East Flatbush-Farragut
15137198,301247,300894,3,BROOKLYN,3111,3101,3111,GLENWOOD ROAD,44430,11210,B6,2,5006,6,C,04/27/2022,04/29/2022,05/15/2022,05/08/2022,,,,501,7893509,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE COUNTER BALANCE AT LOWER SASH WINDOW TO FIRE ESCAPE IN THE 1st ROOM FROM NORTH AT EAST LOCATED AT APT B6, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",05/02/2022,21,NOT COMPLIED WITH,09/22/2023,Original,Open,N,40.634082,-73.946602,17,45,78602,3113984,3050060006,East Flatbush-Farragut
12368905,301247,300894,3,BROOKLYN,3111,3101,3111,GLENWOOD ROAD,44430,11210,C8,3,5006,6,C,05/03/2018,05/07/2018,06/10/2018,06/05/2018,,,,790,6084275,"§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 1; WG TO REPLACE = 0; WG TO REPAIR = 0; IN THE BATHROOM LOCATED AT APT C8, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",05/08/2018,21,NOT COMPLIED WITH,09/11/2023,Original,Open,N,40.634082,-73.946602,17,45,78602,3113984,3050060006,East Flatbush-Farragut
12368908,301247,300894,3,BROOKLYN,3111,3101,3111,GLENWOOD ROAD,44430,11210,C8,3,5006,6,C,05/03/2018,05/07/2018,06/10/2018,06/05/2018,,,,790,6084275,"§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 6; WG TO REPLACE = 0; WG TO REPAIR = 1; IN THE ENTIRE APARTMENT LOCATED AT APT C8, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",05/08/2018,21,NOT COMPLIED WITH,09/11/2023,Original,Open,N,40.634082,-73.946602,17,45,78602,3113984,3050060006,East Flatbush-Farragut
15137165,301247,300894,3,BROOKLYN,3111,3101,3111,GLENWOOD ROAD,44430,11210,E10,5,5006,6,C,04/27/2022,04/29/2022,05/15/2022,05/08/2022,,,,506,7893508,"§ 27-2005 ADM CODE REPLACE WITH NEW THE MISSING MORTISE LOCKING DEVICE ON DOOR IN THE ENTRANCE LOCATED AT APT E10, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH",05/02/2022,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,09/21/2023,Original,Open,N,40.634082,-73.946602,17,45,78602,3113984,3050060006,East Flatbush-Farragut
12368262,301247,300894,3,BROOKLYN,3111,3101,3111,GLENWOOD ROAD,44430,11210,C10,3,5006,6,C,05/03/2018,05/03/2018,06/06/2018,06/01/2018,,,,617,6081835,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st DOOR FROM WEST AT NORTH WALL IN THE FOYER LOCATED AT APT C10, 3rd STORY, 3rd APARTMENT FROM EAST AT SOUTH",05/04/2018,20,DEFECT LETTER ISSUED,09/21/2023,Original,Open,N,40.634082,-73.946602,17,45,78602,3113984,3050060006,East Flatbush-Farragut
13978531,301247,300894,3,BROOKLYN,3111,3101,3111,GLENWOOD ROAD,44430,11210,F4,6,5006,6,C,01/10/2021,01/11/2021,02/12/2021,02/07/2021,,,,568,7060533,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT F4, 6th STORY, 1st APARTMENT FROM WEST AT NORTH",01/12/2021,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,09/21/2023,Original,Open,N,40.634082,-73.946602,17,45,78602,3113984,3050060006,East Flatbush-Farragut
13978532,301247,300894,3,BROOKLYN,3111,3101,3111,GLENWOOD ROAD,44430,11210,F4,6,5006,6,C,01/10/2021,01/11/2021,02/12/2021,02/07/2021,,,,569,7060533,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT F4, 6th STORY, 1st APARTMENT FROM WEST AT NORTH",01/12/2021,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,09/21/2023,Original,Open,N,40.634082,-73.946602,17,45,78602,3113984,3050060006,East Flatbush-Farragut
14771072,301247,300894,3,BROOKLYN,3111,3101,3111,GLENWOOD ROAD,44430,11210,E8,5,5006,6,C,01/07/2022,01/11/2022,02/12/2022,02/07/2022,,,,568,7604087,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT E8, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH",01/12/2022,21,NOT COMPLIED WITH,09/21/2023,Original,Open,N,40.634082,-73.946602,17,45,78602,3113984,3050060006,East Flatbush-Farragut
14036450,192024,308757,3,BROOKLYN,1015,1013,1023,AVENUE N,14280,11230,B5,2,6573,43,C,02/22/2021,02/25/2021,03/11/2021,03/04/2021,,,,508,7100705,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING IN THE 4th ROOM FROM EAST LOCATED AT APT B5, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH , SECTION AT WEST",02/26/2021,19,VIOLATION CLOSED,05/10/2021,Original,Close,N,40.615131,-73.964111,12,44,454,3173155,3065730043,Ocean Parkway South
14036467,192024,308757,3,BROOKLYN,1015,1013,1023,AVENUE N,14280,11230,B5,2,6573,43,C,02/22/2021,02/25/2021,03/29/2021,03/24/2021,,,,568,7100706,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT B5, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH , SECTION AT WEST",02/26/2021,21,NOT COMPLIED WITH,03/21/2022,Original,Open,N,40.615131,-73.964111,12,44,454,3173155,3065730043,Ocean Parkway South
14040997,192024,308757,3,BROOKLYN,1015,1013,1023,AVENUE N,14280,11230,,Fire Escape,6573,43,C,02/23/2021,02/25/2021,03/11/2021,03/04/2021,,,,514,7100704,SECTION 27-2005 ADM CODE FIRE ESCAPE DEFECTIVE. PROPERLY SECURE EAST UPPER RAIL TO SOUTH EXTERIOR WALL AT 2ND STORY BALCONY AT 1st FIRE ESCAPE FROM EAST AT SOUTH,02/26/2021,19,VIOLATION CLOSED,03/21/2022,Original,Close,Y,40.615131,-73.964111,12,44,454,3173155,3065730043,Ocean Parkway South
14041061,192024,308757,3,BROOKLYN,1015,1013,1023,AVENUE N,14280,11230,,Fire Escape,6573,43,C,02/23/2021,02/25/2021,03/11/2021,03/04/2021,,,,512,7100704,"SECTION 27-2005 ADM CODE FIRE ESCAPE DEFECTIVE. REPLACE WITH NEW THE BROKEN, DEFECTIVE AND/OR MISSING GUSSET PLATE AT WEST UPPER RAIL AT 3RD STORY BALCONY AT 2nd FIRE ESCAPE FROM EAST AT SOUTH",02/26/2021,19,VIOLATION CLOSED,03/21/2022,Original,Close,Y,40.615131,-73.964111,12,44,454,3173155,3065730043,Ocean Parkway South
14036508,192024,308757,3,BROOKLYN,1015,1013,1023,AVENUE N,14280,11230,,1,6573,43,C,02/22/2021,02/25/2021,03/11/2021,03/04/2021,,,,501,7100705,"SECTION 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE LOCK AT BUILDING ENTRANCE DOOR AT PUBLIC HALL, 1st STORY",02/26/2021,21,NOT COMPLIED WITH,03/21/2022,Original,Open,N,40.615131,-73.964111,12,44,454,3173155,3065730043,Ocean Parkway South
14036552,192024,308757,3,BROOKLYN,1015,1013,1023,AVENUE N,14280,11230,,1,6573,43,C,02/22/2021,02/25/2021,03/11/2021,03/04/2021,,,,505,7100705,"SECTION 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE INNER GLASS PANEL AT LOWER SASH WINDOW, EAST WALL, BUILDING WEST SECTION AT PUBLIC HALL STAIRS, 1st STORY",02/26/2021,19,VIOLATION CLOSED,03/22/2021,Original,Close,N,40.615131,-73.964111,12,44,454,3173155,3065730043,Ocean Parkway South
14041016,192024,308757,3,BROOKLYN,1015,1013,1023,AVENUE N,14280,11230,,Fire Escape,6573,43,C,02/23/2021,02/25/2021,03/11/2021,03/04/2021,,,,514,7100704,SECTION 27-2005 ADM CODE FIRE ESCAPE DEFECTIVE. PROPERLY SECURE WEST UPPER RAIL TO SOUTH EXTERIOR WALL AT 3RD STORY BALCONY AT 2nd FIRE ESCAPE FROM EAST AT SOUTH,02/26/2021,19,VIOLATION CLOSED,03/21/2022,Original,Close,Y,40.615131,-73.964111,12,44,454,3173155,3065730043,Ocean Parkway South
14039588,192024,308757,3,BROOKLYN,1015,1013,1023,AVENUE N,14280,11230,B5,2,6573,43,C,02/23/2021,02/25/2021,03/11/2021,03/04/2021,,,,501,7100704,"SECTION 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE (NAILED SHUT) LOWER WINDOW SASH IN THE KITCHEN LOCATED AT APT B5, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH , SECTION AT WEST",02/26/2021,19,VIOLATION CLOSED,03/21/2022,Original,Close,N,40.615131,-73.964111,12,44,454,3173155,3065730043,Ocean Parkway South
15127833,192024,308757,3,BROOKLYN,1015,1013,1023,AVENUE N,14280,11230,B2,2,6573,43,C,04/22/2022,04/26/2022,05/10/2022,05/03/2022,,,,508,7889207,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE KITCHEN LOCATED AT APT B2, 2nd STORY, 2nd APARTMENT FROM EAST AT SOUTH , SECTION ''WEST ''",04/27/2022,19,VIOLATION CLOSED,10/10/2023,Original,Close,N,40.615131,-73.964111,12,44,454,3173155,3065730043,Mapleton-Midwood (West)
15127839,192024,308757,3,BROOKLYN,1015,1013,1023,AVENUE N,14280,11230,B2,2,6573,43,C,04/22/2022,04/26/2022,05/10/2022,05/03/2022,,,,508,7889207,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE 2nd ROOM FROM NORTH AT EAST LOCATED AT APT B2, 2nd STORY, 2nd APARTMENT FROM EAST AT SOUTH , SECTION ''WEST ''",04/27/2022,19,VIOLATION CLOSED,10/10/2023,Original,Close,N,40.615131,-73.964111,12,44,454,3173155,3065730043,Mapleton-Midwood (West)
15127843,192024,308757,3,BROOKLYN,1015,1013,1023,AVENUE N,14280,11230,B2,2,6573,43,C,04/22/2022,04/26/2022,05/10/2022,05/03/2022,,,,508,7889207,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE 2nd ROOM FROM NORTH AT WEST LOCATED AT APT B2, 2nd STORY, 2nd APARTMENT FROM EAST AT SOUTH , SECTION ''WEST ''",04/27/2022,19,VIOLATION CLOSED,10/10/2023,Original,Close,N,40.615131,-73.964111,12,44,454,3173155,3065730043,Mapleton-Midwood (West)
14031517,192024,308757,3,BROOKLYN,1015,1013,1023,AVENUE N,14280,11230,,1,6573,43,C,02/17/2021,02/19/2021,03/07/2021,02/28/2021,,,,505,7095426,"SECTION 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE GLASS PANE AT INTERIOR SIDE OF LOWER WINDOW SASH AT INTERMEDIATE LANDING AT PUBLIC HALL STAIRS, 1st STORY, SECTION AT WEST",02/22/2021,19,VIOLATION CLOSED,09/23/2021,Original,Close,N,40.615131,-73.964111,12,44,454,3173155,3065730043,Ocean Parkway South
14031511,192024,308757,3,BROOKLYN,1015,1013,1023,AVENUE N,14280,11230,,1,6573,43,C,02/17/2021,02/19/2021,03/07/2021,02/28/2021,,,,501,7095426,"SECTION 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE HEAVY DUTY LOCK AND LATCH SET AT FRONT ENTRANCE DOOR TO BUILDING , 1st STORY",02/22/2021,21,NOT COMPLIED WITH,03/21/2022,Original,Open,N,40.615131,-73.964111,12,44,454,3173155,3065730043,Ocean Parkway South
14039549,192024,308757,3,BROOKLYN,1015,1013,1023,AVENUE N,14280,11230,,Fire Escape,6573,43,C,02/23/2021,02/25/2021,03/11/2021,03/04/2021,,,,514,7100704,SECTION 27-2005 ADM CODE FIRE ESCAPE DEFECTIVE. PROPERLY SECURE EAST UPPER RAIL TO SOUTH EXTERIOR WALL AT 1st FIRE ESCAPE FROM EAST AT SOUTH,02/26/2021,19,VIOLATION CLOSED,03/21/2022,Original,Close,Y,40.615131,-73.964111,12,44,454,3173155,3065730043,Ocean Parkway South
14039554,192024,308757,3,BROOKLYN,1015,1013,1023,AVENUE N,14280,11230,,Fire Escape,6573,43,C,02/23/2021,02/25/2021,03/11/2021,03/04/2021,,,,514,7100704,SECTION 27-2005 ADM CODE FIRE ESCAPE DEFECTIVE. PROPERLY SECURE WEST UPPER RAIL TO SOUTH EXTERIOR WALL AT AT 2nd FIRE ESCAPE FROM EAST AT SOUTH,02/26/2021,19,VIOLATION CLOSED,03/21/2022,Original,Close,Y,40.615131,-73.964111,12,44,454,3173155,3065730043,Ocean Parkway South
14039555,192024,308757,3,BROOKLYN,1015,1013,1023,AVENUE N,14280,11230,,Fire Escape,6573,43,C,02/23/2021,02/25/2021,03/11/2021,03/04/2021,,,,512,7100704,"SECTION 27-2005 ADM CODE FIRE ESCAPE DEFECTIVE. REPLACE WITH NEW THE BROKEN, DEFECTIVE AND/OR MISSING GUSSET PLATE AT WEST UPPER RAIL AT AT 2nd FIRE ESCAPE FROM EAST AT SOUTH",02/26/2021,19,VIOLATION CLOSED,03/21/2022,Original,Close,Y,40.615131,-73.964111,12,44,454,3173155,3065730043,Ocean Parkway South
14039562,192024,308757,3,BROOKLYN,1015,1013,1023,AVENUE N,14280,11230,,1,6573,43,C,02/23/2021,02/25/2021,03/11/2021,03/04/2021,,,,501,7100704,"SECTION 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE HEAVY DUTY LOCK AND LATCH SET AT FRONT ENTRANCE DOOR TO BUILDING , 1st STORY",02/26/2021,21,NOT COMPLIED WITH,03/21/2022,Original,Open,N,40.615131,-73.964111,12,44,454,3173155,3065730043,Ocean Parkway South
15070495,192024,308757,3,BROOKLYN,1015,1013,1023,AVENUE N,14280,11230,B6,2,6573,43,C,03/18/2022,03/21/2022,04/22/2022,04/17/2022,,,,568,7849301,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT B6, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION AT WEST",03/22/2022,47,NOTICE OF ISSUANCE SENT TO TENANT,03/22/2022,Original,Open,N,40.615131,-73.964111,12,44,454,3173155,3065730043,Ocean Parkway South
15070496,192024,308757,3,BROOKLYN,1015,1013,1023,AVENUE N,14280,11230,B6,2,6573,43,C,03/18/2022,03/21/2022,04/22/2022,04/17/2022,,,,569,7849301,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT B6, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION AT WEST",03/22/2022,47,NOTICE OF ISSUANCE SENT TO TENANT,03/22/2022,Original,Open,N,40.615131,-73.964111,12,44,454,3173155,3065730043,Ocean Parkway South
